srcid,Mode,A1,A2,undecided_voter,A3a,A4_a,A4_b,A4_c,A4_d,A4_e,A5_a,A5_b,A5_c,A5_d,A5_e,A5_f,A5_g,A5_h,B1_a,B1_b,B1_c,B1_d,B4,B5,B6,C1_a,C1_b,C1_c,C1_d,C1_e,C1_f,C1_g,C1_h,C1_i,C3_a,C3_b,C3_c,C3_d,C3_e,C3_f,D1_a,D1_b,D1_c,D1_d,D1_e,D1_f,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E1_g,E1_h,E10,E14,p_volunteer,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,A4A5_agg,opinionated
2702,”1”,4,”4”,FALSE,7,3,3,3,2,2,2,3,3,4,2,4,2,2,2,2,2,2,4,2,4,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,3,3,4,1,1,1,1,2,2,2,2,2,1,2,1,1,2,”2”,1,1,3,3,0.361111111,FALSE
2703,”1”,4,”3”,FALSE,4,3,3,2,2,2,2,2,3,3,3,4,2,2,2,2,2,1,3,3,4,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,3,3,1,1,2,2,2,2,2,2,1,2,1,3,1,”1”,2,2,2,2,0.333333333,FALSE
2704,”1”,2,”3”,FALSE,8,3,2,1,1,1,2,3,2,3,3,3,4,3,2,2,2,2,3,3,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,7,2,1,”2”,3,1,2,2,0.477777778,FALSE
2705,”1”,3,”4”,FALSE,5,3,2,2,2,2,3,3,2,4,4,4,2,1,2,1,2,1,3,1,5,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,3,3,4,3,1,1,2,1,2,1,2,2,1,2,5,3,2,”2”,1,3,1,1,0.361111111,FALSE
2706,”1”,2,”1”,FALSE,,2,3,3,2,3,2,2,2,4,4,2,4,2,2,2,2,1,3,3,4,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,3,1,2,1,1,1,2,2,2,2,2,1,2,2,4,2,1,”1”,4,3,2,2,0.416666667,FALSE
2707,”1”,2,”1”,FALSE,8,2,2,1,2,2,2,2,3,3,3,3,4,4,2,2,2,1,3,2,5,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,3,1,1,1,2,1,1,2,2,2,2,2,1,-99,1,3,1,”2”,2,2,2,2,0.372222222,FALSE
2708,”1”,2,”3”,FALSE,7,3,2,1,1,1,1,4,4,3,4,4,4,2,2,2,2,1,3,2,5,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,3,1,3,1,1,1,2,2,2,2,2,1,1,2,4,1,1,”2”,3,1,2,2,0.616666667,TRUE
2709,”1”,2,”1”,FALSE,7,3,3,3,1,1,3,2,2,4,1,1,3,1,2,2,2,1,2,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,5,5,1,2,2,2,2,2,1,2,1,4,1,”2”,2,1,1,1,0.577777778,TRUE
2710,”1”,2,”6”,FALSE,7,2,3,2,1,1,2,5,4,3,3,3,2,3,2,2,2,2,2,1,4,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,3,2,3,2,2,2,1,2,2,2,2,2,1,2,1,2,1,”2”,2,2,3,3,0.466666667,FALSE
2711,”1”,2,”1”,FALSE,10,2,3,3,2,2,2,2,2,2,3,2,3,4,2,2,2,2,4,4,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,-98,1,1,1,”1”,3,2,2,2,0.361111111,FALSE
2712,”1”,2,”3”,FALSE,8,3,3,2,2,3,4,3,2,4,5,3,4,4,2,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,”2”,1,1,4,4,0.388888889,FALSE
2713,”1”,2,”1”,FALSE,10,1,2,2,1,2,2,2,2,3,4,2,3,3,2,2,2,2,3,2,5,1,1,1,1,-99,-99,2,-99,-99,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,4,2,2,”1”,4,,4,4,0.466666667,FALSE
2714,”1”,2,”3”,FALSE,,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,3,3,4,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,3,2,4,3,3,1,2,2,2,2,2,2,2,1,2,2,”2”,3,3,2,2,0.194444444,FALSE
2715,”1”,2,”3”,FALSE,7,2,3,3,2,3,3,2,1,3,4,5,2,1,2,2,2,1,3,3,5,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,4,2,1,1,2,2,2,2,2,2,2,1,2,2,”2”,,1,1,1,0.444444444,FALSE
2716,”1”,2,”2”,FALSE,7,3,2,3,3,2,4,3,4,4,2,2,2,4,2,2,2,1,3,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,4,2,3,2,2,2,2,1,2,1,2,3,1,2,”1”,2,1,1,1,0.388888889,FALSE
2717,”1”,2,”1”,FALSE,7,2,3,2,2,2,2,3,3,4,3,2,2,3,2,2,2,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,4,3,3,1,2,2,2,2,2,2,2,1,3,1,”1”,2,1,1,1,0.305555556,FALSE
2718,”1”,2,”-98”,TRUE,,2,1,2,1,1,2,4,4,2,5,5,5,4,1,2,2,1,,2,5,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,8,1,1,”1”,4,1,5,5,0.7,TRUE
2719,”1”,4,”3”,FALSE,3,3,2,2,1,1,3,2,2,3,3,3,3,3,2,2,2,1,3,2,4,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,3,2,3,2,1,2,2,2,2,1,1,1,2,4,3,2,”1”,3,3,3,3,0.383333333,FALSE
2720,”1”,2,”1”,FALSE,,2,3,2,2,2,2,2,3,2,3,2,2,4,2,2,2,1,3,2,5,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,4,2,2,”2”,4,3,1,1,0.361111111,FALSE
2721,”1”,2,”3”,FALSE,,3,2,1,1,1,2,1,2,3,3,4,2,1,2,2,2,1,3,2,5,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,”1”,3,2,5,5,0.616666667,TRUE
2722,”1”,1,”1”,FALSE,8,1,4,2,2,2,1,3,2,3,1,1,2,3,2,2,2,2,3,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,4,1,2,”1”,4,3,4,4,0.577777778,TRUE
2723,”1”,2,”1”,FALSE,8,4,2,3,3,3,3,3,4,3,3,3,3,3,2,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,1,1,1,1,2,2,2,2,1,2,2,2,1,”2”,2,1,2,2,0.288888889,FALSE
2724,”1”,4,”1”,FALSE,7,3,3,2,2,2,3,4,3,4,4,3,3,2,2,2,2,1,2,1,5,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,4,2,3,5,1,1,2,1,2,2,2,2,1,2,2,2,2,”2”,2,3,5,5,0.305555556,FALSE
2725,”1”,4,”95”,FALSE,1,2,2,3,2,2,1,2,3,3,3,2,1,3,2,2,2,1,1,2,5,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,5,4,5,5,5,4,1,2,2,1,2,2,2,1,1,4,1,”1”,3,1,1,1,0.361111111,FALSE
2726,”1”,2,”3”,FALSE,8,2,1,1,2,1,1,5,4,3,4,5,2,4,2,2,2,2,2,2,5,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,1,1,”2”,3,1,2,2,0.672222222,TRUE
2727,”1”,2,”3”,FALSE,3,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,4,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,1,1,2,2,1,2,1,4,2,”2”,,3,1,1,0.4,FALSE
2728,”1”,2,”1”,FALSE,7,2,2,2,1,2,2,3,4,3,4,2,3,4,2,2,2,1,3,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,4,3,4,1,2,2,2,2,1,2,2,1,2,4,2,2,”2”,2,3,1,1,0.4,FALSE
2729,”1”,4,”3”,FALSE,2,3,4,3,2,2,2,3,2,4,3,2,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,3,3,1,2,1,2,2,2,1,2,1,4,2,”2”,3,2,3,3,0.455555556,FALSE
2730,”1”,1,”1”,FALSE,8,2,2,1,2,2,1,2,3,2,4,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,2,5,4,1,1,1,2,1,1,2,2,1,2,1,3,2,”2”,3,2,2,2,0.538888889,TRUE
2731,”1”,2,”1”,FALSE,9,2,2,2,2,2,2,2,3,3,2,1,2,1,2,2,2,1,3,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,2,3,3,3,3,3,3,2,2,2,2,2,1,1,1,4,3,2,”1”,4,2,2,2,0.416666667,FALSE
2732,”1”,2,”3”,FALSE,5,2,2,2,2,2,2,3,3,4,4,4,4,3,2,2,2,1,2,1,5,1,1,1,1,1,-98,2,1,1,1,2,2,1,2,2,3,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,”1”,2,1,2,2,0.333333333,FALSE
2733,”1”,2,”32”,FALSE,7,2,2,2,2,2,2,4,3,3,3,2,3,3,2,2,2,1,3,2,5,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,3,2,2,2,1,1,2,2,2,2,1,2,1,-99,4,3,2,”2”,3,2,1,1,0.277777778,FALSE
2734,”1”,1,”3”,FALSE,8,1,1,1,1,1,2,4,4,2,3,4,4,4,2,2,2,2,2,3,4,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,8,1,2,”1”,4,1,4,4,0.75,TRUE
2735,”1”,2,”3”,FALSE,8,3,2,2,2,2,3,2,4,3,3,4,4,4,2,2,2,2,3,2,5,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,4,1,2,”2”,4,1,2,2,0.333333333,FALSE
2736,”1”,2,”3”,FALSE,8,2,2,2,2,2,3,4,2,2,3,3,3,3,2,2,2,1,3,3,5,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,3,2,1,2,5,2,1,2,2,2,2,2,2,2,1,2,2,”1”,2,1,1,1,0.277777778,FALSE
2737,”1”,2,”1”,FALSE,6,2,1,2,2,2,2,4,4,1,4,2,4,4,2,2,2,2,3,3,4,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,3,2,2,2,1,1,1,2,2,2,2,2,1,2,1,3,1,”2”,4,1,3,3,0.511111111,TRUE
2738,”1”,2,”-98”,TRUE,8,2,2,2,1,1,3,4,4,3,4,5,5,4,2,2,2,1,2,2,5,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,2,3,2,1,1,2,2,2,2,2,1,2,2,7,1,1,”2”,4,3,4,4,0.55,TRUE
2739,”1”,4,”96”,FALSE,6,3,3,3,2,3,1,4,4,5,4,4,4,2,2,2,2,2,3,3,5,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,”1”,3,1,6,6,0.472222222,FALSE
2740,”1”,1,”2”,FALSE,8,2,3,2,3,2,2,4,4,4,4,2,4,3,2,2,2,1,3,2,4,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,”2”,2,1,1,1,0.416666667,FALSE
2741,”1”,2,”3”,FALSE,8,3,2,2,1,2,1,4,3,3,3,2,4,2,2,2,2,2,3,3,5,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,”2”,3,1,1,1,0.427777778,FALSE
2742,”1”,2,”-98”,TRUE,5,2,3,2,2,2,3,3,4,4,3,2,3,3,2,2,2,1,2,2,4,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,”2”,3,2,1,1,0.277777778,FALSE
2743,”1”,4,”3”,FALSE,3,4,3,2,3,3,3,5,2,4,2,4,4,1,2,2,2,2,3,2,5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,3,4,1,2,1,1,2,2,1,2,2,2,1,2,6,4,1,”2”,2,1,5,5,0.511111111,TRUE
2744,”1”,4,”-98”,TRUE,8,2,2,2,1,1,3,4,5,2,5,5,4,5,2,2,2,2,2,3,5,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,”1”,3,1,1,1,0.633333333,TRUE
2745,”1”,2,”3”,FALSE,8,4,3,1,1,1,2,2,3,5,2,4,4,2,2,2,2,2,2,2,4,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,”1”,3,1,2,2,0.683333333,TRUE
2746,”1”,4,”3”,FALSE,4,3,2,2,1,2,2,2,3,4,4,4,4,2,2,2,2,1,3,2,5,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,5,3,2,”1”,3,3,2,2,0.455555556,FALSE
2747,”1”,1,”1”,FALSE,,2,3,1,2,2,2,1,4,2,4,5,1,2,2,2,2,1,1,1,4,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,3,3,3,2,2,2,2,1,2,1,2,2,1,2,1,2,2,”2”,3,1,1,1,0.594444444,TRUE
2748,”1”,2,”3”,FALSE,4,2,1,2,2,3,3,3,3,2,3,1,3,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,4,4,4,3,4,4,2,2,1,2,2,2,1,2,5,4,2,”2”,1,3,1,1,0.372222222,FALSE
2749,”1”,4,”3”,FALSE,2,4,3,1,3,1,2,4,2,5,2,4,2,2,2,2,2,1,3,1,5,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,5,5,5,5,5,5,2,2,1,1,2,2,1,2,2,4,1,”2”,3,1,2,2,0.644444444,TRUE
2750,”1”,1,”-98”,TRUE,7,2,2,2,1,1,2,3,4,3,4,4,4,4,1,2,1,1,,2,4,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,”2”,2,1,1,1,0.522222222,TRUE
2751,”1”,4,”3”,FALSE,2,3,2,2,2,1,4,4,2,4,4,4,4,2,2,2,2,1,2,1,5,2,1,1,2,-99,-99,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,7,2,2,”2”,4,1,2,2,0.483333333,FALSE
2752,”1”,4,”4”,FALSE,4,3,3,3,3,3,2,2,2,4,2,3,2,2,2,2,2,2,2,3,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,4,2,3,2,2,1,2,2,2,2,2,1,2,1,2,1,”2”,2,1,3,3,0.388888889,FALSE
2753,”1”,1,”1”,FALSE,7,3,3,2,2,2,3,3,3,4,3,2,4,2,2,2,2,2,3,2,4,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,4,1,2,”1”,4,2,6,6,0.333333333,FALSE
2754,”1”,1,”-99”,FALSE,8,2,2,1,1,2,4,3,3,3,3,4,4,2,2,2,2,1,2,2,4,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,3,1,1,2,1,2,2,2,2,1,-99,7,1,2,”1”,2,1,4,4,0.466666667,FALSE
2755,”1”,4,”4”,FALSE,7,3,2,2,2,2,2,3,4,2,4,4,3,4,2,2,2,2,3,3,5,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,4,1,1,”2”,4,1,2,2,0.361111111,FALSE
2756,”1”,1,”1”,FALSE,10,2,2,2,2,1,1,4,5,2,3,4,4,4,2,2,2,2,4,4,4,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,7,1,2,”1”,3,2,2,2,0.538888889,TRUE
2757,”1”,2,”3”,FALSE,,2,1,1,1,1,2,4,4,4,5,3,3,4,2,2,2,1,2,1,5,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,3,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,2,”2”,2,1,2,2,0.655555556,TRUE
2758,”1”,1,”3”,FALSE,8,2,2,2,2,2,3,4,4,3,3,3,2,3,2,2,2,2,2,1,4,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,3,3,4,3,3,3,2,2,1,2,2,2,1,2,4,2,1,”2”,2,2,3,3,0.305555556,FALSE
2759,”1”,2,”3”,FALSE,5,2,2,2,2,2,3,2,3,4,3,3,2,3,2,2,2,1,3,2,4,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,”2”,2,2,4,4,0.277777778,FALSE
2760,”1”,2,”3”,FALSE,7,3,3,2,2,1,4,2,2,4,2,2,2,3,2,2,1,2,3,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,2,2,2,2,1,2,1,3,1,”2”,2,1,4,4,0.455555556,FALSE
2761,”1”,1,”3”,FALSE,7,2,2,2,2,2,4,1,3,3,3,2,2,2,2,2,2,1,2,1,4,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,4,3,3,3,2,3,1,2,2,2,2,2,1,2,1,4,1,”2”,2,1,2,2,0.388888889,FALSE
2762,”1”,2,”3”,FALSE,8,2,3,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,4,4,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,”2”,2,2,3,3,0.388888889,FALSE
2763,”1”,2,”3”,FALSE,8,4,3,4,2,3,2,2,1,5,2,3,3,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,4,3,3,3,2,1,2,2,2,2,2,1,2,1,3,2,”2”,2,1,1,1,0.55,TRUE
2764,”1”,1,”1”,FALSE,9,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,1,3,1,4,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,2,2,2,2,2,2,2,1,2,2,2,1,2,1,3,2,”1”,2,1,2,2,0.333333333,FALSE
2765,”1”,4,”4”,FALSE,6,3,2,2,2,2,2,2,3,4,4,4,3,2,2,2,2,1,3,1,4,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,3,1,3,1,1,1,1,1,2,2,2,2,1,2,1,2,2,”2”,2,1,2,2,0.361111111,FALSE
2766,”1”,4,”1”,FALSE,,4,3,4,2,3,2,2,2,5,3,5,3,2,2,2,2,2,2,2,4,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,3,1,1,1,2,2,2,2,2,1,1,1,7,1,1,”1”,4,1,1,1,0.55,TRUE
2767,”1”,2,”4”,FALSE,5,2,1,2,1,1,2,2,3,4,3,4,3,2,2,2,2,1,3,1,4,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,3,3,3,3,2,2,1,2,2,2,2,2,1,1,1,1,1,”2”,2,2,1,1,0.533333333,TRUE
2768,”1”,2,”4”,FALSE,5,3,2,3,3,3,2,2,2,2,3,2,4,2,2,2,2,1,2,3,4,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,4,4,4,3,3,3,1,2,2,2,2,2,1,2,1,1,2,”1”,2,3,2,2,0.388888889,FALSE
2769,”1”,1,”1”,FALSE,9,1,1,1,1,1,2,3,4,2,4,2,3,3,2,2,2,1,3,2,4,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,”2”,2,1,5,5,0.694444444,TRUE
2770,”1”,2,”1”,FALSE,7,3,2,2,2,2,4,4,3,4,2,2,3,3,2,2,2,1,3,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,3,3,3,4,4,3,1,2,2,2,2,2,1,1,1,3,1,”2”,1,3,5,5,0.333333333,FALSE
2771,”1”,1,”4”,FALSE,7,2,2,1,1,3,2,1,4,3,3,2,5,1,2,2,2,2,4,3,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,6,3,1,”1”,4,1,5,5,0.605555556,TRUE
2772,”1”,1,”1”,FALSE,7,2,2,1,3,3,1,2,2,2,2,1,1,2,2,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,5,4,4,4,4,4,1,2,2,2,2,2,1,2,1,1,1,”1”,,1,2,2,0.594444444,TRUE
2773,”1”,4,”5”,FALSE,7,4,3,3,1,2,3,1,1,1,1,4,1,1,2,2,2,2,4,4,5,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,4,1,2,2,4,1,2,2,2,2,2,1,2,1,1,1,”1”,1,1,1,1,0.688888889,TRUE
2774,”1”,2,”97”,FALSE,,3,3,3,3,2,3,2,3,3,3,3,2,3,2,2,2,1,3,2,4,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,7,2,1,”2”,4,1,4,4,0.25,FALSE
2775,”1”,2,”3”,FALSE,6,3,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,1,3,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,3,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,”2”,2,1,1,1,0.388888889,FALSE
2776,”1”,2,”1”,FALSE,6,3,3,2,2,2,3,2,2,4,3,1,2,2,2,2,2,2,4,2,4,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,3,2,1,2,2,1,1,2,2,2,2,2,1,2,2,3,2,”1”,2,2,1,1,0.388888889,FALSE
2777,”1”,2,”3”,FALSE,5,2,3,2,2,2,3,3,3,3,2,3,3,3,2,2,2,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,3,2,2,2,2,1,2,2,2,4,2,2,”2”,3,2,6,6,0.222222222,FALSE
2778,”1”,1,”2”,FALSE,10,1,1,1,1,1,2,4,4,3,4,2,3,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,4,2,1,”1”,3,2,4,4,0.694444444,TRUE
2779,”1”,2,”1”,FALSE,6,2,2,2,2,2,3,4,4,3,4,2,4,3,2,2,2,2,3,3,4,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,5,2,2,”2”,3,3,1,1,0.333333333,FALSE
2780,”1”,2,”4”,FALSE,7,2,2,1,2,2,2,3,5,2,3,4,4,4,2,2,2,2,3,3,5,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,”2”,2,1,2,2,0.455555556,FALSE
2781,”1”,4,”-98”,TRUE,8,4,1,2,2,2,3,3,4,2,2,4,4,2,2,2,2,1,3,3,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,7,2,1,”NaN”,4,1,2,2,0.494444444,FALSE
2782,”1”,2,”1”,FALSE,,3,2,3,2,2,2,4,4,3,4,2,3,4,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,-98,4,2,1,”1”,4,1,1,1,0.361111111,FALSE
2783,”1”,2,”1”,FALSE,5,2,2,3,2,2,3,3,5,4,4,2,3,5,2,2,1,1,2,2,4,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,3,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,3,2,2,2,0.388888889,FALSE
2784,”1”,2,”3”,FALSE,8,2,2,2,2,2,1,2,3,3,3,2,4,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,”1”,3,2,1,1,0.361111111,FALSE
2785,”1”,2,”3”,FALSE,,2,2,2,2,2,2,3,4,3,4,2,3,3,2,2,2,1,3,2,4,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,7,1,2,”1”,4,1,1,1,0.305555556,FALSE
2786,”1”,2,”3”,FALSE,8,2,2,2,2,2,3,2,4,3,3,2,2,4,2,2,2,2,3,3,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,”2”,2,1,2,2,0.333333333,FALSE
2787,”1”,1,”1”,FALSE,,2,2,2,1,1,2,4,4,4,5,4,2,4,2,2,2,1,2,1,4,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,”1”,1,3,3,3,0.605555556,TRUE
2788,”1”,2,”1”,FALSE,9,2,3,3,2,2,1,2,2,3,3,2,4,2,2,2,2,1,3,1,4,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,-99,1,1,1,”1”,4,2,1,1,0.388888889,FALSE
2789,”1”,2,”3”,FALSE,6,2,3,3,2,2,3,3,3,4,3,2,2,2,2,2,2,1,3,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,3,2,”1”,1,2,1,1,0.305555556,FALSE
2790,”1”,1,”1”,FALSE,9,1,2,2,1,1,2,4,4,3,4,4,3,4,2,2,2,2,3,2,4,2,1,1,1,1,-98,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,2,2,2,2,2,1,1,1,7,2,1,”2”,4,1,3,3,0.588888889,TRUE
2791,”1”,2,”1”,FALSE,,2,2,1,1,1,4,2,3,3,3,3,2,3,2,2,2,1,3,2,4,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,3,3,4,4,3,1,1,2,2,2,2,2,1,2,1,1,1,”2”,2,1,1,1,0.477777778,FALSE
2792,”1”,2,”1”,FALSE,8,2,2,2,1,2,3,3,3,3,3,3,3,3,2,2,2,1,3,2,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,3,3,3,3,3,2,2,1,1,2,2,1,2,1,3,2,”2”,2,2,2,2,0.261111111,FALSE
2793,”1”,2,”3”,FALSE,8,2,2,2,1,2,2,2,2,5,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,4,1,2,”1”,4,2,3,3,0.511111111,TRUE
2794,”1”,2,”1”,FALSE,7,2,3,1,1,2,2,4,4,2,4,2,1,3,2,2,2,1,3,2,5,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,7,3,2,”1”,3,2,5,5,0.55,TRUE
